Name1,Name2,Stamina,Exp,HP,Tame,Vitality,Armour,Speed,Power
Tame Flax Flower X Tame Flake Flower,Tame Flake Flower X Tame Flax Flower,10,0,0,90,-2,0,-2,-2
Tame Flax Flower X Magic Mushroom,Magic Mushroom X Tame Flax Flower,120,0,0,15,0,0,0,0
Tame Flax Flower X Snow Flobes,Snow Flobes X Tame Flax Flower,100,0,0,15,0,0,0,0
Tame Flax Flower X Squish,Squish X Tame Flax Flower,80,0,0,15,0,0,0,0
Tame Flax Flower X Stonefruit,Stonefruit X Tame Flax Flower,70,0,0,15,0,0,0,0
Tame Flax Flower X Snowdrop Flower,Snowdrop Flower X Tame Flax Flower,60,500,0,115,0,0,0,0
Tame Flax Flower X Icicle Root,Icicle Root X Tame Flax Flower,60,0,0,15,-5,5,-5,-5
Tame Flax Flower X Sweater Plant,Sweater Plant X Tame Flax Flower,60,0,0,15,0,3,0,0
Tame Flax Flower X Chilly Berry,Chilly Berry X Tame Flax Flower,60,0,0,15,1,1,0,0
Tame Flax Flower X Bulbshroom,Bulbshroom X Tame Flax Flower,60,0,0,15,0,0,3,3
Tame Flax Flower X Ruby Plant,Ruby Plant X Tame Flax Flower,60,0,0,15,2,0,2,2
Tame Flax Flower X Snowman Plant,Snowman Plant X Tame Flax Flower,60,0,50,15,1,0,0,0
Tame Flax Flower X Gift Plant,Gift Plant X Tame Flax Flower,60,1000,0,15,0,0,0,0
Tame Flax Flower X Cresent Plant,Cresent Plant X Tame Flax Flower,60,0,0,15,5,0,0,0
Tame Flax Flower X Beach Peach,Beach Peach X Tame Flax Flower,60,0,0,15,0,0,0,0
Tame Flax Flower X Popcorn Plant,Popcorn Plant X Tame Flax Flower,60,0,0,15,0,-1,0,0
Tame Flax Flower X Black Pearl,Black Pearl X Tame Flax Flower,60,0,0,15,0,-3,0,5
Tame Flax Flower X Spectre Flower,Spectre Flower X Tame Flax Flower,50,0,0,65,0,0,-2,0
Tame Flax Flower X Flag Flower,Flag Flower X Tame Flax Flower,50,0,0,55,0,0,0,0
Tame Flax Flower X Skeleplant,Skeleplant X Tame Flax Flower,50,0,0,15,-2,2,0,0
Tame Flax Flower X Electricone,Electricone X Tame Flax Flower,50,0,0,15,0,0,0,4
Tame Flax Flower X Fuzzball,Fuzzball X Tame Flax Flower,50,0,0,15,1,0,1,1
Tame Flax Flower X Wilowisp,Wilowisp X Tame Flax Flower,50,250,0,15,0,0,0,0
Tame Flax Flower X Plantern,Plantern X Tame Flax Flower,50,0,0,15,0,0,4,0
Tame Flax Flower X Heat Plant,Heat Plant X Tame Flax Flower,50,0,0,15,4,0,0,0
Tame Flax Flower X Ghostshroom,Ghostshroom X Tame Flax Flower,50,0,100,15,0,0,0,0
Tame Flax Flower X Colberry,Colberry X Tame Flax Flower,50,0,40,15,0,0,0,0
Tame Flax Flower X Applum,Applum X Tame Flax Flower,50,0,20,15,0,0,0,0
Tame Flax Flower X Tiny Flower,Tiny Flower X Tame Flax Flower,40,50,0,45,0,0,0,0
Tame Flax Flower X Sun Flower,Sun Flower X Tame Flax Flower,40,0,0,45,0,0,2,0
Tame Flax Flower X Fire Flower,Fire Flower X Tame Flax Flower,40,0,0,45,0,0,0,0
Tame Flax Flower X Pinwheel Flower,Pinwheel Flower X Tame Flax Flower,40,0,0,35,1,0,0,0
Tame Flax Flower X Zaplant,Zaplant X Tame Flax Flower,40,0,0,15,0,1,0,3
Tame Flax Flower X Wingfruit,Wingfruit X Tame Flax Flower,40,0,0,15,-8,0,0,8
Tame Flax Flower X Lilypad,Lilypad X Tame Flax Flower,40,0,15,15,0,0,0,0
Tame Flax Flower X CatTail,CatTail X Tame Flax Flower,40,0,0,15,0,0,3,0
Tame Flax Flower X Umbrellashroom,Umbrellashroom X Tame Flax Flower,40,0,0,15,-1,0,0,2
Tame Flax Flower X Mossball,Mossball X Tame Flax Flower,40,0,10,15,0,0,1,1
Tame Flax Flower X Popsiplant,Popsiplant X Tame Flax Flower,40,0,0,15,1,0,2,0
Tame Flax Flower X Hot Air Fruit,Hot Air Fruit X Tame Flax Flower,40,50,20,15,0,0,0,0
Tame Flax Flower X Bolt,Bolt X Tame Flax Flower,40,0,0,15,0,0,5,0
Tame Flax Flower X Flameroot,Flameroot X Tame Flax Flower,40,0,0,15,0,0,4,0
Tame Flax Flower X Bloodroot,Bloodroot X Tame Flax Flower,40,0,0,15,5,0,-5,0
Tame Flax Flower X Eyeberry,Eyeberry X Tame Flax Flower,40,100,0,15,0,0,0,0
Tame Flax Flower X Nimbus Plant,Nimbus Plant X Tame Flax Flower,40,0,0,15,0,0,0,3
Tame Flax Flower X Hot Pepper,Hot Pepper X Tame Flax Flower,40,0,0,15,3,0,0,0
Tame Flax Flower X Yarrow,Yarrow X Tame Flax Flower,40,0,30,15,0,0,0,0
Tame Flax Flower X Spirit Bane,Spirit Bane X Tame Flax Flower,40,0,0,15,0,0,-5,5
Tame Flax Flower X Prickly Plant,Prickly Plant X Tame Flax Flower,40,0,0,15,0,0,0,-4
Tame Flax Flower X Erdenleaf,Erdenleaf X Tame Flax Flower,40,0,0,15,0,-2,0,0
Tame Flax Flower X Flake Flower,Flake Flower X Tame Flax Flower,10,0,0,65,-2,0,-2,-2
Tame Flax Flower X Spiky Plant,Spiky Plant X Tame Flax Flower,10,0,0,15,0,0,-3,0
Tame Flax Flower X Saplant,Saplant X Tame Flax Flower,10,0,0,15,0,0,-5,0
Tame Flax Flower X Nightshade,Nightshade X Tame Flax Flower,10,0,0,15,-3,0,0,0
Tame Flax Flower X Mandrake,Mandrake X Tame Flax Flower,10,0,0,15,0,0,0,-3
Tame Flax Flower X Grumpkin,Grumpkin X Tame Flax Flower,10,0,0,15,-1,0,-1,-1
Flax Flower X Flax Flower,Flax Flower X Flax Flower,40,0,0,20,0,0,0,0
Flax Flower X Stamina Magic Mushroom,Stamina Magic Mushroom X Flax Flower,170,0,0,10,0,0,0,0
Flax Flower X Stamina Snow Flobes,Stamina Snow Flobes X Flax Flower,140,0,0,10,0,0,0,0
Flax Flower X Stamina Squish,Stamina Squish X Flax Flower,110,0,0,10,0,0,0,0
Flax Flower X Stamina Stonefruit,Stamina Stonefruit X Flax Flower,95,0,0,10,0,0,0,0
Flax Flower X Stamina Snowdrop Flower,Stamina Snowdrop Flower X Flax Flower,80,500,0,110,0,0,0,0
Flax Flower X Stamina Icicle Root,Stamina Icicle Root X Flax Flower,80,0,0,10,-5,5,-5,-5
Flax Flower X Stamina Sweater Plant,Stamina Sweater Plant X Flax Flower,80,0,0,10,0,3,0,0
Flax Flower X Stamina Chilly Berry,Stamina Chilly Berry X Flax Flower,80,0,0,10,1,1,0,0
Flax Flower X Stamina Bulbshroom,Stamina Bulbshroom X Flax Flower,80,0,0,10,0,0,3,3
Flax Flower X Stamina Ruby Plant,Stamina Ruby Plant X Flax Flower,80,0,0,10,2,0,2,2
Flax Flower X Stamina Snowman Plant,Stamina Snowman Plant X Flax Flower,80,0,50,10,1,0,0,0
Flax Flower X Stamina Gift Plant,Stamina Gift Plant X Flax Flower,80,1000,0,10,0,0,0,0
Flax Flower X Stamina Cresent Plant,Stamina Cresent Plant X Flax Flower,80,0,0,10,5,0,0,0
Flax Flower X Stamina Beach Peach,Stamina Beach Peach X Flax Flower,80,0,0,10,0,0,0,0
Flax Flower X Stamina Popcorn Plant,Stamina Popcorn Plant X Flax Flower,80,0,0,10,0,-1,0,0
Flax Flower X Stamina Black Pearl,Stamina Black Pearl X Flax Flower,80,0,0,10,0,-3,0,5
Flax Flower X Stamina Spectre Flower,Stamina Spectre Flower X Flax Flower,65,0,0,60,0,0,-2,0
Flax Flower X Stamina Flag Flower,Stamina Flag Flower X Flax Flower,65,0,0,50,0,0,0,0
Flax Flower X Stamina Skeleplant,Stamina Skeleplant X Flax Flower,65,0,0,10,-2,2,0,0
Flax Flower X Stamina Electricone,Stamina Electricone X Flax Flower,65,0,0,10,0,0,0,4
Flax Flower X Stamina Fuzzball,Stamina Fuzzball X Flax Flower,65,0,0,10,1,0,1,1
Flax Flower X Stamina Wilowisp,Stamina Wilowisp X Flax Flower,65,250,0,10,0,0,0,0
Flax Flower X Stamina Plantern,Stamina Plantern X Flax Flower,65,0,0,10,0,0,4,0
Flax Flower X Stamina Heat Plant,Stamina Heat Plant X Flax Flower,65,0,0,10,4,0,0,0
Flax Flower X Stamina Ghostshroom,Stamina Ghostshroom X Flax Flower,65,0,100,10,0,0,0,0
Flax Flower X Stamina Colberry,Stamina Colberry X Flax Flower,65,0,40,10,0,0,0,0
Flax Flower X Stamina Applum,Stamina Applum X Flax Flower,65,0,20,10,0,0,0,0
Flax Flower X Stamina Tiny Flower,Stamina Tiny Flower X Flax Flower,50,50,0,40,0,0,0,0
Flax Flower X Stamina Sun Flower,Stamina Sun Flower X Flax Flower,50,0,0,40,0,0,2,0
Flax Flower X Stamina Fire Flower,Stamina Fire Flower X Flax Flower,50,0,0,40,0,0,0,0
Flax Flower X Stamina Pinwheel Flower,Stamina Pinwheel Flower X Flax Flower,50,0,0,30,1,0,0,0
Flax Flower X Stamina Zaplant,Stamina Zaplant X Flax Flower,50,0,0,10,0,1,0,3
Flax Flower X Stamina Wingfruit,Stamina Wingfruit X Flax Flower,50,0,0,10,-8,0,0,8
Flax Flower X Stamina Lilypad,Stamina Lilypad X Flax Flower,50,0,15,10,0,0,0,0
Flax Flower X Stamina CatTail,Stamina CatTail X Flax Flower,50,0,0,10,0,0,3,0
Flax Flower X Stamina Umbrellashroom,Stamina Umbrellashroom X Flax Flower,50,0,0,10,-1,0,0,2
Flax Flower X Stamina Mossball,Stamina Mossball X Flax Flower,50,0,10,10,0,0,1,1
Flax Flower X Stamina Popsiplant,Stamina Popsiplant X Flax Flower,50,0,0,10,1,0,2,0
Flax Flower X Stamina Hot Air Fruit,Stamina Hot Air Fruit X Flax Flower,50,50,20,10,0,0,0,0
Flax Flower X Stamina Bolt,Stamina Bolt X Flax Flower,50,0,0,10,0,0,5,0
Flax Flower X Stamina Flameroot,Stamina Flameroot X Flax Flower,50,0,0,10,0,0,4,0
Flax Flower X Stamina Bloodroot,Stamina Bloodroot X Flax Flower,50,0,0,10,5,0,-5,0
Flax Flower X Stamina Eyeberry,Stamina Eyeberry X Flax Flower,50,100,0,10,0,0,0,0
Flax Flower X Stamina Nimbus Plant,Stamina Nimbus Plant X Flax Flower,50,0,0,10,0,0,0,3
Flax Flower X Stamina Hot Pepper,Stamina Hot Pepper X Flax Flower,50,0,0,10,3,0,0,0
Flax Flower X Stamina Yarrow,Stamina Yarrow X Flax Flower,50,0,30,10,0,0,0,0
Flax Flower X Stamina Spirit Bane,Stamina Spirit Bane X Flax Flower,50,0,0,10,0,0,-5,5
Flax Flower X Stamina Prickly Plant,Stamina Prickly Plant X Flax Flower,50,0,0,10,0,0,0,-4
Flax Flower X Stamina Erdenleaf,Stamina Erdenleaf X Flax Flower,50,0,0,10,0,-2,0,0
Flax Flower X Exp Snowdrop Flower,Exp Snowdrop Flower X Flax Flower,60,750,0,110,0,0,0,0
Flax Flower X Exp Gift Plant,Exp Gift Plant X Flax Flower,60,1500,0,10,0,0,0,0
Flax Flower X Exp Wilowisp,Exp Wilowisp X Flax Flower,50,375,0,10,0,0,0,0
Flax Flower X Exp Tiny Flower,Exp Tiny Flower X Flax Flower,40,75,0,40,0,0,0,0
Flax Flower X Exp Hot Air Fruit,Exp Hot Air Fruit X Flax Flower,40,75,20,10,0,0,0,0
Flax Flower X Exp Eyeberry,Exp Eyeberry X Flax Flower,40,150,0,10,0,0,0,0
Flax Flower X Health Snowman Plant,Health Snowman Plant X Flax Flower,60,0,75,10,1,0,0,0
Flax Flower X Health Ghostshroom,Health Ghostshroom X Flax Flower,50,0,150,10,0,0,0,0
Flax Flower X Health Colberry,Health Colberry X Flax Flower,50,0,60,10,0,0,0,0
Flax Flower X Health Applum,Health Applum X Flax Flower,50,0,30,10,0,0,0,0
Flax Flower X Health Lilypad,Health Lilypad X Flax Flower,40,0,22.5,10,0,0,0,0
Flax Flower X Health Mossball,Health Mossball X Flax Flower,40,0,15,10,0,0,1,1
Flax Flower X Health Hot Air Fruit,Health Hot Air Fruit X Flax Flower,40,50,30,10,0,0,0,0
Flax Flower X Health Yarrow,Health Yarrow X Flax Flower,40,0,45,10,0,0,0,0
Flax Flower X Power Bulbshroom,Power Bulbshroom X Flax Flower,60,0,0,10,0,0,3,4.5
Flax Flower X Power Ruby Plant,Power Ruby Plant X Flax Flower,60,0,0,10,2,0,2,3
Flax Flower X Power Black Pearl,Power Black Pearl X Flax Flower,60,0,0,10,0,-3,0,7.5
Flax Flower X Power Electricone,Power Electricone X Flax Flower,50,0,0,10,0,0,0,6
Flax Flower X Power Fuzzball,Power Fuzzball X Flax Flower,50,0,0,10,1,0,1,1.5
Flax Flower X Power Zaplant,Power Zaplant X Flax Flower,40,0,0,10,0,1,0,4.5
Flax Flower X Power Wingfruit,Power Wingfruit X Flax Flower,40,0,0,10,-8,0,0,12
Flax Flower X Power Umbrellashroom,Power Umbrellashroom X Flax Flower,40,0,0,10,-1,0,0,3
Flax Flower X Power Mossball,Power Mossball X Flax Flower,40,0,10,10,0,0,1,1.5
Flax Flower X Power Nimbus Plant,Power Nimbus Plant X Flax Flower,40,0,0,10,0,0,0,4.5
Flax Flower X Power Spirit Bane,Power Spirit Bane X Flax Flower,40,0,0,10,0,0,-5,7.5
Flax Flower X Speed Bulbshroom,Speed Bulbshroom X Flax Flower,60,0,0,10,0,0,4.5,3
Flax Flower X Speed Ruby Plant,Speed Ruby Plant X Flax Flower,60,0,0,10,2,0,3,2
Flax Flower X Speed Fuzzball,Speed Fuzzball X Flax Flower,50,0,0,10,1,0,1.5,1
Flax Flower X Speed Plantern,Speed Plantern X Flax Flower,50,0,0,10,0,0,6,0
Flax Flower X Speed Sun Flower,Speed Sun Flower X Flax Flower,40,0,0,40,0,0,3,0
Flax Flower X Speed CatTail,Speed CatTail X Flax Flower,40,0,0,10,0,0,4.5,0
Flax Flower X Speed Mossball,Speed Mossball X Flax Flower,40,0,10,10,0,0,1.5,1
Flax Flower X Speed Popsiplant,Speed Popsiplant X Flax Flower,40,0,0,10,1,0,3,0
Flax Flower X Speed Bolt,Speed Bolt X Flax Flower,40,0,0,10,0,0,7.5,0
Flax Flower X Speed Flameroot,Speed Flameroot X Flax Flower,40,0,0,10,0,0,6,0
Flax Flower X Tame Snowdrop Flower,Tame Snowdrop Flower X Flax Flower,60,500,0,160,0,0,0,0
Flax Flower X Tame Spectre Flower,Tame Spectre Flower X Flax Flower,50,0,0,85,0,0,-2,0
Flax Flower X Tame Flag Flower,Tame Flag Flower X Flax Flower,50,0,0,70,0,0,0,0
Flax Flower X Tame Tiny Flower,Tame Tiny Flower X Flax Flower,40,50,0,55,0,0,0,0
Flax Flower X Tame Sun Flower,Tame Sun Flower X Flax Flower,40,0,0,55,0,0,2,0
Flax Flower X Tame Fire Flower,Tame Fire Flower X Flax Flower,40,0,0,55,0,0,0,0
Flax Flower X Tame Pinwheel Flower,Tame Pinwheel Flower X Flax Flower,40,0,0,40,1,0,0,0
Flax Flower X Tame Flake Flower,Tame Flake Flower X Flax Flower,10,0,0,85,-2,0,-2,-2
Flax Flower X Magic Mushroom,Magic Mushroom X Flax Flower,120,0,0,10,0,0,0,0
Flax Flower X Snow Flobes,Snow Flobes X Flax Flower,100,0,0,10,0,0,0,0
Flax Flower X Squish,Squish X Flax Flower,80,0,0,10,0,0,0,0
Flax Flower X Stonefruit,Stonefruit X Flax Flower,70,0,0,10,0,0,0,0
Flax Flower X Snowdrop Flower,Snowdrop Flower X Flax Flower,60,500,0,110,0,0,0,0
Flax Flower X Icicle Root,Icicle Root X Flax Flower,60,0,0,10,-5,5,-5,-5
Flax Flower X Sweater Plant,Sweater Plant X Flax Flower,60,0,0,10,0,3,0,0
Flax Flower X Chilly Berry,Chilly Berry X Flax Flower,60,0,0,10,1,1,0,0
Flax Flower X Bulbshroom,Bulbshroom X Flax Flower,60,0,0,10,0,0,3,3
Flax Flower X Ruby Plant,Ruby Plant X Flax Flower,60,0,0,10,2,0,2,2
Flax Flower X Snowman Plant,Snowman Plant X Flax Flower,60,0,50,10,1,0,0,0
Flax Flower X Gift Plant,Gift Plant X Flax Flower,60,1000,0,10,0,0,0,0
Flax Flower X Cresent Plant,Cresent Plant X Flax Flower,60,0,0,10,5,0,0,0
Flax Flower X Beach Peach,Beach Peach X Flax Flower,60,0,0,10,0,0,0,0
Flax Flower X Popcorn Plant,Popcorn Plant X Flax Flower,60,0,0,10,0,-1,0,0
Flax Flower X Black Pearl,Black Pearl X Flax Flower,60,0,0,10,0,-3,0,5
Flax Flower X Spectre Flower,Spectre Flower X Flax Flower,50,0,0,60,0,0,-2,0
Flax Flower X Flag Flower,Flag Flower X Flax Flower,50,0,0,50,0,0,0,0
Flax Flower X Skeleplant,Skeleplant X Flax Flower,50,0,0,10,-2,2,0,0
Flax Flower X Electricone,Electricone X Flax Flower,50,0,0,10,0,0,0,4
Flax Flower X Fuzzball,Fuzzball X Flax Flower,50,0,0,10,1,0,1,1
Flax Flower X Wilowisp,Wilowisp X Flax Flower,50,250,0,10,0,0,0,0
Flax Flower X Plantern,Plantern X Flax Flower,50,0,0,10,0,0,4,0
Flax Flower X Heat Plant,Heat Plant X Flax Flower,50,0,0,10,4,0,0,0
Flax Flower X Ghostshroom,Ghostshroom X Flax Flower,50,0,100,10,0,0,0,0
Flax Flower X Colberry,Colberry X Flax Flower,50,0,40,10,0,0,0,0
Flax Flower X Applum,Applum X Flax Flower,50,0,20,10,0,0,0,0
Flax Flower X Tiny Flower,Tiny Flower X Flax Flower,40,50,0,40,0,0,0,0
Flax Flower X Sun Flower,Sun Flower X Flax Flower,40,0,0,40,0,0,2,0
Flax Flower X Fire Flower,Fire Flower X Flax Flower,40,0,0,40,0,0,0,0
Flax Flower X Pinwheel Flower,Pinwheel Flower X Flax Flower,40,0,0,30,1,0,0,0
Flax Flower X Zaplant,Zaplant X Flax Flower,40,0,0,10,0,1,0,3
Flax Flower X Wingfruit,Wingfruit X Flax Flower,40,0,0,10,-8,0,0,8
Flax Flower X Lilypad,Lilypad X Flax Flower,40,0,15,10,0,0,0,0
Flax Flower X CatTail,CatTail X Flax Flower,40,0,0,10,0,0,3,0
Flax Flower X Umbrellashroom,Umbrellashroom X Flax Flower,40,0,0,10,-1,0,0,2
Flax Flower X Mossball,Mossball X Flax Flower,40,0,10,10,0,0,1,1
Flax Flower X Popsiplant,Popsiplant X Flax Flower,40,0,0,10,1,0,2,0
Flax Flower X Hot Air Fruit,Hot Air Fruit X Flax Flower,40,50,20,10,0,0,0,0
Flax Flower X Bolt,Bolt X Flax Flower,40,0,0,10,0,0,5,0
Flax Flower X Flameroot,Flameroot X Flax Flower,40,0,0,10,0,0,4,0
Flax Flower X Bloodroot,Bloodroot X Flax Flower,40,0,0,10,5,0,-5,0
Flax Flower X Eyeberry,Eyeberry X Flax Flower,40,100,0,10,0,0,0,0
Flax Flower X Nimbus Plant,Nimbus Plant X Flax Flower,40,0,0,10,0,0,0,3
Flax Flower X Hot Pepper,Hot Pepper X Flax Flower,40,0,0,10,3,0,0,0
Flax Flower X Yarrow,Yarrow X Flax Flower,40,0,30,10,0,0,0,0
Flax Flower X Spirit Bane,Spirit Bane X Flax Flower,40,0,0,10,0,0,-5,5
Flax Flower X Prickly Plant,Prickly Plant X Flax Flower,40,0,0,10,0,0,0,-4
Flax Flower X Erdenleaf,Erdenleaf X Flax Flower,40,0,0,10,0,-2,0,0
Flax Flower X Flake Flower,Flake Flower X Flax Flower,10,0,0,60,-2,0,-2,-2
Flax Flower X Spiky Plant,Spiky Plant X Flax Flower,10,0,0,10,0,0,-3,0
Flax Flower X Saplant,Saplant X Flax Flower,10,0,0,10,0,0,-5,0
Flax Flower X Nightshade,Nightshade X Flax Flower,10,0,0,10,-3,0,0,0
Flax Flower X Mandrake,Mandrake X Flax Flower,10,0,0,10,0,0,0,-3
Flax Flower X Grumpkin,Grumpkin X Flax Flower,10,0,0,10,-1,0,-1,-1
Stamina Magic Mushroom X Stamina Magic Mushroom,Stamina Magic Mushroom X Stamina Magic Mushroom,300,0,0,0,0,0,0,0
Stamina Magic Mushroom X Stamina Snow Flobes,Stamina Snow Flobes X Stamina Magic Mushroom,270,0,0,0,0,0,0,0
Stamina Magic Mushroom X Stamina Squish,Stamina Squish X Stamina Magic Mushroom,240,0,0,0,0,0,0,0
Stamina Magic Mushroom X Stamina Stonefruit,Stamina Stonefruit X Stamina Magic Mushroom,225,0,0,0,0,0,0,0
Stamina Magic Mushroom X Stamina Snowdrop Flower,Stamina Snowdrop Flower X Stamina Magic Mushroom,210,500,0,100,0,0,0,0
Stamina Magic Mushroom X Stamina Icicle Root,Stamina Icicle Root X Stamina Magic Mushroom,210,0,0,0,-5,5,-5,-5
Stamina Magic Mushroom X Stamina Sweater Plant,Stamina Sweater Plant X Stamina Magic Mushroom,210,0,0,0,0,3,0,0
Stamina Magic Mushroom X Stamina Chilly Berry,Stamina Chilly Berry X Stamina Magic Mushroom,210,0,0,0,1,1,0,0
Stamina Magic Mushroom X Stamina Bulbshroom,Stamina Bulbshroom X Stamina Magic Mushroom,210,0,0,0,0,0,3,3
Stamina Magic Mushroom X Stamina Ruby Plant,Stamina Ruby Plant X Stamina Magic Mushroom,210,0,0,0,2,0,2,2
Stamina Magic Mushroom X Stamina Snowman Plant,Stamina Snowman Plant X Stamina Magic Mushroom,210,0,50,0,1,0,0,0
Stamina Magic Mushroom X Stamina Gift Plant,Stamina Gift Plant X Stamina Magic Mushroom,210,1000,0,0,0,0,0,0
Stamina Magic Mushroom X Stamina Cresent Plant,Stamina Cresent Plant X Stamina Magic Mushroom,210,0,0,0,5,0,0,0
Stamina Magic Mushroom X Stamina Beach Peach,Stamina Beach Peach X Stamina Magic Mushroom,210,0,0,0,0,0,0,0
Stamina Magic Mushroom X Stamina Popcorn Plant,Stamina Popcorn Plant X Stamina Magic Mushroom,210,0,0,0,0,-1,0,0
Stamina Magic Mushroom X Stamina Black Pearl,Stamina Black Pearl X Stamina Magic Mushroom,210,0,0,0,0,-3,0,5
Stamina Magic Mushroom X Stamina Spectre Flower,Stamina Spectre Flower X Stamina Magic Mushroom,195,0,0,50,0,0,-2,0
Stamina Magic Mushroom X Stamina Flag Flower,Stamina Flag Flower X Stamina Magic Mushroom,195,0,0,40,0,0,0,0
Stamina Magic Mushroom X Stamina Skeleplant,Stamina Skeleplant X Stamina Magic Mushroom,195,0,0,0,-2,2,0,0
Stamina Magic Mushroom X Stamina Electricone,Stamina Electricone X Stamina Magic Mushroom,195,0,0,0,0,0,0,4
Stamina Magic Mushroom X Stamina Fuzzball,Stamina Fuzzball X Stamina Magic Mushroom,195,0,0,0,1,0,1,1
Stamina Magic Mushroom X Stamina Wilowisp,Stamina Wilowisp X Stamina Magic Mushroom,195,250,0,0,0,0,0,0
Stamina Magic Mushroom X Stamina Plantern,Stamina Plantern X Stamina Magic Mushroom,195,0,0,0,0,0,4,0
Stamina Magic Mushroom X Stamina Heat Plant,Stamina Heat Plant X Stamina Magic Mushroom,195,0,0,0,4,0,0,0
Stamina Magic Mushroom X Stamina Ghostshroom,Stamina Ghostshroom X Stamina Magic Mushroom,195,0,100,0,0,0,0,0
Stamina Magic Mushroom X Stamina Colberry,Stamina Colberry X Stamina Magic Mushroom,195,0,40,0,0,0,0,0
Stamina Magic Mushroom X Stamina Applum,Stamina Applum X Stamina Magic Mushroom,195,0,20,0,0,0,0,0
Stamina Magic Mushroom X Stamina Tiny Flower,Stamina Tiny Flower X Stamina Magic Mushroom,180,50,0,30,0,0,0,0
Stamina Magic Mushroom X Stamina Sun Flower,Stamina Sun Flower X Stamina Magic Mushroom,180,0,0,30,0,0,2,0
Stamina Magic Mushroom X Stamina Fire Flower,Stamina Fire Flower X Stamina Magic Mushroom,180,0,0,30,0,0,0,0
Stamina Magic Mushroom X Stamina Pinwheel Flower,Stamina Pinwheel Flower X Stamina Magic Mushroom,180,0,0,20,1,0,0,0
Stamina Magic Mushroom X Stamina Zaplant,Stamina Zaplant X Stamina Magic Mushroom,180,0,0,0,0,1,0,3
Stamina Magic Mushroom X Stamina Wingfruit,Stamina Wingfruit X Stamina Magic Mushroom,180,0,0,0,-8,0,0,8
Stamina Magic Mushroom X Stamina Lilypad,Stamina Lilypad X Stamina Magic Mushroom,180,0,15,0,0,0,0,0
Stamina Magic Mushroom X Stamina CatTail,Stamina CatTail X Stamina Magic Mushroom,180,0,0,0,0,0,3,0
Stamina Magic Mushroom X Stamina Umbrellashroom,Stamina Umbrellashroom X Stamina Magic Mushroom,180,0,0,0,-1,0,0,2
Stamina Magic Mushroom X Stamina Mossball,Stamina Mossball X Stamina Magic Mushroom,180,0,10,0,0,0,1,1
Stamina Magic Mushroom X Stamina Popsiplant,Stamina Popsiplant X Stamina Magic Mushroom,180,0,0,0,1,0,2,0
Stamina Magic Mushroom X Stamina Hot Air Fruit,Stamina Hot Air Fruit X Stamina Magic Mushroom,180,50,20,0,0,0,0,0
Stamina Magic Mushroom X Stamina Bolt,Stamina Bolt X Stamina Magic Mushroom,180,0,0,0,0,0,5,0
Stamina Magic Mushroom X Stamina Flameroot,Stamina Flameroot X Stamina Magic Mushroom,180,0,0,0,0,0,4,0
Stamina Magic Mushroom X Stamina Bloodroot,Stamina Bloodroot X Stamina Magic Mushroom,180,0,0,0,5,0,-5,0
Stamina Magic Mushroom X Stamina Eyeberry,Stamina Eyeberry X Stamina Magic Mushroom,180,100,0,0,0,0,0,0
Stamina Magic Mushroom X Stamina Nimbus Plant,Stamina Nimbus Plant X Stamina Magic Mushroom,180,0,0,0,0,0,0,3
Stamina Magic Mushroom X Stamina Hot Pepper,Stamina Hot Pepper X Stamina Magic Mushroom,180,0,0,0,3,0,0,0
Stamina Magic Mushroom X Stamina Yarrow,Stamina Yarrow X Stamina Magic Mushroom,180,0,30,0,0,0,0,0
Stamina Magic Mushroom X Stamina Spirit Bane,Stamina Spirit Bane X Stamina Magic Mushroom,180,0,0,0,0,0,-5,5
Stamina Magic Mushroom X Stamina Prickly Plant,Stamina Prickly Plant X Stamina Magic Mushroom,180,0,0,0,0,0,0,-4
Stamina Magic Mushroom X Stamina Erdenleaf,Stamina Erdenleaf X Stamina Magic Mushroom,180,0,0,0,0,-2,0,0
Stamina Magic Mushroom X Exp Snowdrop Flower,Exp Snowdrop Flower X Stamina Magic Mushroom,190,750,0,100,0,0,0,0
Stamina Magic Mushroom X Exp Gift Plant,Exp Gift Plant X Stamina Magic Mushroom,190,1500,0,0,0,0,0,0
Stamina Magic Mushroom X Exp Wilowisp,Exp Wilowisp X Stamina Magic Mushroom,180,375,0,0,0,0,0,0
Stamina Magic Mushroom X Exp Tiny Flower,Exp Tiny Flower X Stamina Magic Mushroom,170,75,0,30,0,0,0,0
Stamina Magic Mushroom X Exp Hot Air Fruit,Exp Hot Air Fruit X Stamina Magic Mushroom,170,75,20,0,0,0,0,0
